,barcode,catno,community,country,format,genre,id,label,resource_url,style,thumb,title,type,uri,year
46,"['(A): SA-266', '(B): SA-267']",R-104,"{'have': 1, 'want': 0}",US,"['Shellac', '10""', '78 RPM']",['Jazz'],2606261,['Rhythm Records'],https://api.discogs.com/releases/2606261,[],https://api-img.discogs.com/TUJFv15PBU2myuqCbq8OBiVoW_0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2606261-1292854385.jpeg.jpg,"Four Star Rhythm Section, The - Moonglow / Oh Lady Be Good",release,/Four-Star-Rhythm-Section-Moonglow-Oh-Lady-Be-Good/release/2606261,1945
47,"['(A): L4113', '(B): L4201']",18862,"{'have': 4, 'want': 1}",US,"['Shellac', '10""', '78 RPM']",['Jazz'],2606742,['Decca'],https://api.discogs.com/releases/2606742,"['Big Band', 'Swing']",https://api-img.discogs.com/Jg68cE59Z2p1Wk4vL1_LoFBQqlk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2606742-1292870340.jpeg.jpg,Charlie Barnet And His Orchestra - Cement Mixer / Madame Butterball,release,/Charlie-Barnet-And-His-Orchestra-Cement-Mixer-Madame-Butterball/release/2606742,1946
48,"['45-14208', '45-14210']",F 3201,"{'have': 0, 'want': 0}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],2652543,['Capitol Records'],https://api.discogs.com/releases/2652543,['Ragtime'],,"Joe ""Fingers"" Carr And Carr-Hops, The - The Barky-Roll Stomp / Deep In The Heart Of Texas",release,/Joe-Fingers-Carr-And-Carr-Hops-The-Barky-Roll-Stomp-Deep-In-The-Heart-Of-Texas/release/2652543,1955
49,[],none,"{'have': 7, 'want': 35}",US,"['Vinyl', 'LP']",['Jazz'],2649033,['Sum'],https://api.discogs.com/releases/2649033,"['Big Band', 'Jazz-Funk']",https://api-img.discogs.com/hSHwTK3Ec99-s8jsVy9fjzu5ydQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2649033-1294915189.jpeg.jpg,TSU Jazz Ensemble - 3rd Ward Vibration Society,release,/TSU-Jazz-Ensemble-3rd-Ward-Vibration-Society/release/2649033,1976
0,['7 78224 20042 0'],SPL126,"{'have': 9, 'want': 12}",Canada,"['CD', 'Album']",['Jazz'],1481076,"['Spool', 'Line']",https://api.discogs.com/releases/1481076,['Free Improvisation'],https://api-img.discogs.com/PWLQXD8OrmBr4pAn-IEZWogbcnk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1481076-1239577004.jpeg.jpg,Rutherford* / Vandermark* / Müller* / Van Der Schyff* - Hoxha,release,/Rutherford-Vandermark-M%C3%BCller-Van-Der-Schyff-Hoxha/release/1481076,2005
1,['0 7567-83490-2 7'],83490-2,"{'have': 6, 'want': 0}",US,"['CD', 'Album']",['Jazz'],645526,"['Division One', 'Atlantic']",https://api.discogs.com/masters/645526,['Contemporary Jazz'],https://api-img.discogs.com/N6mRTARsdghodM0TBTHzYHWutGI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5274956-1389324657-4772.jpeg.jpg,Cyrus Chestnut - Soul Food,master,/Cyrus-Chestnut-Soul-Food/master/645526,2001
2,"['7 47313 00262 7', 'IFPI L792', '144530-2C1-6156-A DISCTRONICS USA * 11026*']",11026-2,"{'have': 9, 'want': 7}",US,"['CD', 'Album']",['Jazz'],645634,"['White Cloud', 'Disctronics USA', 'Naxos Of America, Inc.']",https://api.discogs.com/masters/645634,"['Fusion', 'Smooth Jazz']",https://api-img.discogs.com/nErGtwHSR8rdwzrNUw-4VayE2ds=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5322292-1391190597-4946.jpeg.jpg,Mark-Almond - Nightmusic,master,/Mark-Almond-Nightmusic/master/645634,1996
3,['4 011229 043217'],904321-980,"{'have': 14, 'want': 1}",Europe,"['Vinyl', 'LP', 'Compilation', 'Unofficial Release']",['Jazz'],645696,"['Past Perfect Silver Line', 'Trumpets Of Jericho Ltd.', 'Trumpets Of Jericho Ltd.', 'TIM The International Music Company AG']",https://api.discogs.com/masters/645696,[],https://api-img.discogs.com/YAkn9bqgy8hygQBR9vjzRGTqdSc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2555713-1290260757.jpeg.jpg,Billie Holiday - Billie's Blues,master,/Billie-Holiday-Billies-Blues/master/645696,2000
4,[],SAJ-04,"{'have': 17, 'want': 28}",Germany,"['Vinyl', 'LP', 'Album']",['Jazz'],645881,['FMP'],https://api.discogs.com/masters/645881,"['Free Jazz', 'Free Improvisation']",https://api-img.discogs.com/qqRimLW5cMtfHX0ecAQD6UKtOT8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2360072-1285598507.jpeg.jpg,Detlef Schönenberg - Spielt Schlagzeug,master,/Detlef-Sch%C3%B6nenberg-Spielt-Schlagzeug/master/645881,1975
5,['0 7464 36338 1'],JC 36338,"{'have': 38, 'want': 6}",US,"['Vinyl', 'LP']",['Jazz'],1500629,['Columbia'],https://api.discogs.com/releases/1500629,[],https://api-img.discogs.com/BO_eLHf8QBOzjMMpt1H00dH1vn4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1500629-1303208644.jpeg.jpg,Group 87 - Group 87,release,/Group-87-Group-87/release/1500629,1980
6,[],WS 1318,"{'have': 3, 'want': 0}",US,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],653194,['Warner Bros. Records'],https://api.discogs.com/masters/653194,['Dixieland'],https://api-img.discogs.com/zpuKmowZIvF1KrvOHq-1xIhUYSM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5391927-1413629870-4015.jpeg.jpg,Matty Matlock And The Paducah Patrol - The Dixieland Story Vol. 2,master,/Matty-Matlock-And-The-Paducah-Patrol-The-Dixieland-Story-Vol-2/master/653194,1959
7,[],RCA 2727,"{'have': 4, 'want': 14}",UK,"['Vinyl', '7""', 'Single']",['Jazz'],667342,['RCA Victor'],https://api.discogs.com/masters/667342,['Jazz-Funk'],,Lonnie Liston Smith / Lonnie Liston Smith & The Cosmic Echoes* - Get Down Everybody / Inner Beauty,master,/Lonnie-Liston-Smith-Lonnie-Liston-Smith-The-Cosmic-Echoes-Get-Down-Everybody-Inner-Beauty/master/667342,1976
8,[],6.26705 AP,"{'have': 14, 'want': 2}",Germany,"['Vinyl', 'LP', 'Album']",['Jazz'],1450184,['Teldec'],https://api.discogs.com/releases/1450184,"['Jazz-Rock', 'Jazz-Funk']",https://api-img.discogs.com/Hn24-PnMpqha1YB9KRnqBn-8DNc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1450184-1220636633.jpeg.jpg,Slickaphonics - Live,release,/Slickaphonics-Live/release/1450184,1988
9,[],TRLP 100,"{'have': 8, 'want': 63}",US,"['Vinyl', 'LP']",['Jazz'],1518259,['Touché'],https://api.discogs.com/releases/1518259,['Modal'],https://api-img.discogs.com/7v6S8QytYqHsvP8XIxn9wSh_LEQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1518259-1391190780-1757.jpeg.jpg,"Al Tanner Quintet - Happiness Is... Takin' Care Of Natural Business, Dig?",release,/Al-Tanner-Quintet-Happiness-Is-Takin-Care-Of-Natural-Business-Dig/release/1518259,1967
10,"['093624599722', 'LC0392', 'GEMA/BIEM']",9362-45997-2,"{'have': 50, 'want': 6}",Europe,"['CD', 'Album']",['Jazz'],1529275,['Warner Bros. Records'],https://api.discogs.com/releases/1529275,['Contemporary Jazz'],https://api-img.discogs.com/KYuVqUXqz3Mjgc930EpgVXndbI8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1529275-1289574654.jpeg.jpg,Brad Mehldau - Introducing,release,/Brad-Mehldau-Introducing/release/1529275,1995
11,[],K-384X,"{'have': 0, 'want': 0}",US,"['Vinyl', '7""', '45 RPM', 'Promo']",['Jazz'],1918389,['Kapp Records'],https://api.discogs.com/releases/1918389,['Big Band'],https://api-img.discogs.com/SnU3Nyo3BYGSUXEAhcds0v-4u_o=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1918389-1252611313.jpeg.jpg,Julius La Rosa - Bewitched / It's All Right With Me,release,/Julius-La-Rosa-Bewitched-Its-All-Right-With-Me/release/1918389,1960
12,[],MIPL 518,"{'have': 5, 'want': 22}",UK,"['Vinyl', 'LP', 'Album', 'Mono']",['Jazz'],1920788,['Impulse!'],https://api.discogs.com/releases/1920788,"['Free Jazz', 'Free Improvisation']",https://api-img.discogs.com/YN__JwfqlQ8msYyaGGPa98bmeCU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1920788-1252551487.jpeg.jpg,Ornette Coleman - Ornette At 12,release,/Ornette-Coleman-Ornette-At-12/release/1920788,1969
13,[],CL 2690,"{'have': 10, 'want': 4}",US,"['Vinyl', 'LP']",['Jazz'],1921015,['Columbia'],https://api.discogs.com/releases/1921015,[],,Mahalia Jackson - Mahalia Jackson In Concert,release,/Mahalia-Jackson-Mahalia-Jackson-In-Concert/release/1921015,1967
14,[],CRM 603,"{'have': 15, 'want': 19}",Germany,"['Vinyl', 'LP', 'Album', 'Reissue']",['Jazz'],1900108,"['MPS Records', 'BASF', 'Saba-Studio, Villingen']",https://api.discogs.com/releases/1900108,"['Free Jazz', 'Contemporary Jazz']",https://api-img.discogs.com/vfaIA9jWWojiuX97qVi9Qmmls2g=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1900108-1373725428-9080.jpeg.jpg,Gunter Hampel Quintet - Heartplants,release,/Gunter-Hampel-Quintet-Heartplants/release/1900108,1971
15,"['ST-ECM 1025-A¹', 'ST-ECM 1025-B¹', 'GEMA']",ECM 1025 ST,"{'have': 98, 'want': 19}",Germany,"['Vinyl', 'LP', 'Album']",['Jazz'],1900603,"['ECM Records', 'ECM Records GmbH', 'Sound Ideas Studios']",https://api.discogs.com/releases/1900603,['Contemporary Jazz'],https://api-img.discogs.com/5DeiF--a2Ox_fUczvoyerEkR5gg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1900603-1345215255-7473.jpeg.jpg,Ralph Towner With Glen Moore - Trios / Solos,release,/Ralph-Towner-With-Glen-Moore-Trios-Solos/release/1900603,1973
16,[],J25J 251353,"{'have': 1, 'want': 2}",Japan,"['CD', 'Reissue']",['Jazz'],1900773,"['Verve Records', 'Polydor K.K.']",https://api.discogs.com/releases/1900773,[],,"Bill Evans Trio, The - Bill Evans Trio With Symphony Orchestra",release,/Bill-Evans-Trio-Bill-Evans-Trio-With-Symphony-Orchestra/release/1900773,1989
17,[],KCD 5059,"{'have': 5, 'want': 5}",Germany,"['CD', 'Album', 'Reissue']",['Jazz'],1856560,['Konnex Records'],https://api.discogs.com/releases/1856560,"['Soul-Jazz', 'Post Bop']",https://api-img.discogs.com/RYg5FIya0csisowlMGJ7e0hGpGQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1856560-1308243353.jpeg.jpg,Dick Griffin - The Eighth Wonder & More,release,/Dick-Griffin-The-Eighth-Wonder-More/release/1856560,1994
18,[],PRCD-24211-2,"{'have': 5, 'want': 2}",US,"['CD', 'Compilation']",['Jazz'],1886884,"['Prestige', 'Legends Of Acid Jazz']",https://api.discogs.com/releases/1886884,['Jazz-Funk'],https://api-img.discogs.com/AfD67PsmcZj5NliqTqFVq_xWCjY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1886884-1250176528.jpeg.jpg,"Rusty Bryant - Rusty Bryant, Vol. 2",release,/Rusty-Bryant-Rusty-Bryant-Vol-2/release/1886884,1996
19,"['F-3005-B-', 'F-3005-A-', 'S.G.A.E.', 'B.20.506-82']",F-3.005,"{'have': 11, 'want': 21}",Spain,"['Vinyl', '7""', 'Single', '45 RPM']",['Jazz'],1909965,"['Umyu', 'Audiofon SA', 'Lim', 'Umyu Studio']",https://api.discogs.com/releases/1909965,"['Contemporary Jazz', 'Free Improvisation']",https://api-img.discogs.com/-m5g98quae7QZd0p0AtaZ2nxVEQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1909965-1251817009.gif.jpg,Lol Coxhill - Il Froga Silencio/Disco Dementia,release,/Lol-Coxhill-Il-Froga-SilencioDisco-Dementia/release/1909965,1982
20,"['7 31452 71812 9', 'GEMA', 'LC 2516', 'DDD']",ECM 1543,"{'have': 26, 'want': 3}",Germany,"['CD', 'Album']",['Jazz'],1910169,"['ECM Records', 'ECM Records', 'ECM Records', 'ECM Records', 'PMDC, Germany', 'Auditorium Flog', 'Hardstudios']",https://api.discogs.com/releases/1910169,['Contemporary Jazz'],https://api-img.discogs.com/hbHGm3qXdEeaOTHeiLnvXqC0Iho=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1910169-1251829059.jpeg.jpg,Italian Instabile Orchestra - Skies Of Europe,release,/Italian-Instabile-Orchestra-Skies-Of-Europe/release/1910169,1995
21,[],SREG2001,"{'have': 3, 'want': 0}",UK,"['Vinyl', 'LP']",['Jazz'],1910479,['Regal'],https://api.discogs.com/releases/1910479,['Easy Listening'],https://api-img.discogs.com/KRzTNNo8o6Qfa6An19RhkdOnEy0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1910479-1251843194.jpeg.jpg,Les Whitmore - Things Are Swinging,release,/Les-Whitmore-Things-Are-Swinging/release/1910479,1966
22,[],0002,"{'have': 5, 'want': 3}",South Korea,"['CD', 'Album']",['Jazz'],1922049,['O Back'],https://api.discogs.com/releases/1922049,[],https://api-img.discogs.com/LgRjJ3p2qyWeylvxiHaBV2DD_7k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1922049-1345506597-6361.jpeg.jpg,Alfred 23 Harth* - Nun,release,/Alfred-23-Harth-Nun/release/1922049,2006
23,[],615 380 6,"{'have': 20, 'want': 0}",France,"['Vinyl', '12""']",['Jazz'],1922234,['Discograph'],https://api.discogs.com/releases/1922234,[],https://api-img.discogs.com/S8hEdr2RzL4ElenyWZ1PT97qVoM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1922234-1408916551-5591.jpeg.jpg,Eric Legnini Trio - Rock The Days,release,/Eric-Legnini-Trio-Rock-The-Days/release/1922234,2009
24,[],CSK 12619,"{'have': 2, 'want': 2}",US,"['CD', 'Album', 'Promo']",['Jazz'],1922405,['Columbia'],https://api.discogs.com/releases/1922405,['Free Jazz'],,David S. Ware - Surrendered,release,/David-S-Ware-Surrendered/release/1922405,2000
25,[],GDJ 05,"{'have': 25, 'want': 0}",Italy,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1926647,"['Fabbri Editori', 'I Grandi Del Jazz']",https://api.discogs.com/releases/1926647,"['Ragtime', 'Big Band']",https://api-img.discogs.com/9TqLkU47LcGjr48gpXsdF7ThDAQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1926647-1289157164.jpeg.jpg,Fats Waller - I Grandi Del Jazz,release,/Fats-Waller-I-Grandi-Del-Jazz/release/1926647,1981
26,[],BF 1,"{'have': 7, 'want': 16}",UK,"['Vinyl', 'LP']",['Jazz'],1927107,"[""Bruce's Fingers""]",https://api.discogs.com/releases/1927107,"['Contemporary Jazz', 'Free Improvisation']",https://api-img.discogs.com/FQVJbgMDgpmti6Thdl6O6dRVeI0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1927107-1252956689.jpeg.jpg,Simon H. Fell - Compilation I,release,/Simon-H-Fell-Compilation-I/release/1927107,1985
27,[],PR 7179,"{'have': 4, 'want': 3}",Italy,"['Vinyl', 'LP', 'Album']",['Jazz'],1916415,['Pausa Records'],https://api.discogs.com/releases/1916415,[],https://api-img.discogs.com/pmFA7HZbsaoWSrU80PPTC_Zl7Y8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1916415-1252257603.jpeg.jpg,Dan Siegel - On The Edge,release,/Dan-Siegel-On-The-Edge/release/1916415,1985
28,[],"SS 18060, SS-18060, SS18060","{'have': 88, 'want': 42}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],1987118,['Solid State Records'],https://api.discogs.com/releases/1987118,['Jazz-Funk'],https://api-img.discogs.com/rjtCbJ98VD8y5M7BTIpTpQ8CWgs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1987118-1277988806.jpeg.jpg,Jimmy McGriff - A Thing To Come By,release,/Jimmy-McGriff-A-Thing-To-Come-By/release/1987118,1969
29,[],40346,"{'have': 2, 'want': 1}",US,"['Shellac', '10""']",['Jazz'],1987644,['Columbia'],https://api.discogs.com/releases/1987644,['Easy Listening'],https://api-img.discogs.com/1Jn8e_Iluzzs2hRtTVQ0kYAIwPk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1987644-1256935148.jpeg.jpg,Ken Griffin (2) - Smile,release,/Ken-Griffin-Smile/release/1987644,1954
30,"['3 149025 012685', 'CA LBLC6513 @ 05/09/08 12:24:34 AM', 'LBLC 6513 HM83', 'SACEM', 'IFPI L039', 'IFPI 1264', 'DDD']",LBLC 6513,"{'have': 3, 'want': 0}",France,"['CD', 'Reissue']",['Jazz'],1986038,"['Label Bleu', 'Label Bleu', 'Studio Davout', 'Harmonia Mundi', ""Maison De La Culture D'Amiens""]",https://api.discogs.com/releases/1986038,"['Leftfield', 'Space-Age', 'Free Improvisation']",https://api-img.discogs.com/JNU73WGEkZctvJtyvIZcMNcsZZY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1986038-1256827177.jpeg.jpg,Michel Portal - Men's Land,release,/Michel-Portal-Mens-Land/release/1986038,2008
31,[],RCD 2059 PROMO,"{'have': 10, 'want': 6}",Norway,"['CD', 'Album', 'Promo']",['Jazz'],2022715,['Rune Grammofon'],https://api.discogs.com/releases/2022715,['Contemporary Jazz'],https://api-img.discogs.com/GlKxWfWDf09oybZak8xFai3ZBrU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2022715-1259096076.jpeg.jpg,"In The Country - Losing Stones, Collecting Bones",release,/In-The-Country-Losing-Stones-Collecting-Bones/release/2022715,2006
32,['7 31453 32472 5'],533 247-2,"{'have': 5, 'want': 0}",US,"['CD', 'Compilation', 'Box Set']",['Jazz'],2024052,['Verve Records'],https://api.discogs.com/releases/2024052,"['Easy Listening', 'Swing', 'Vocal']",https://api-img.discogs.com/rwK7UuMmZzyxxMx8v3g9d59Kmhk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2024052-1259180610.jpeg.jpg,Ella Fitzgerald - Best Of The Songbooks (The Collection),release,/Ella-Fitzgerald-Best-Of-The-Songbooks-The-Collection/release/2024052,1996
33,[],R 4772,"{'have': 3, 'want': 4}",UK,"['Vinyl', '7""']",['Jazz'],2010152,['Parlophone'],https://api.discogs.com/releases/2010152,['Smooth Jazz'],https://api-img.discogs.com/5p5vrw-fIIkaYm23_h34tAUdqEA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2010152-1258325140.jpeg.jpg,Dudley Moore / Dudley Moore Trio - Strictly For The Birds,release,/Dudley-Moore-Dudley-Moore-Trio-Strictly-For-The-Birds/release/2010152,1961
34,[],VPA 8333,"{'have': 4, 'want': 8}",Italy,"['Vinyl', 'LP']",['Jazz'],2047369,['Vedette Records'],https://api.discogs.com/releases/2047369,[],https://api-img.discogs.com/LvyAj8YBlOGgk_nWTo-Q-Wyl5hc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2047369-1260702149.jpeg.jpg,Luciano Biasutti - Blue Bone,release,/Luciano-Biasutti-Blue-Bone/release/2047369,1977
35,[],LD-3781,"{'have': 22, 'want': 19}",Cuba,"['Vinyl', 'LP']",['Jazz'],2048401,['Areito'],https://api.discogs.com/releases/2048401,[],https://api-img.discogs.com/Qyue9tve9AaebM1QNMciVhxA8Tc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2048401-1365002643-3531.jpeg.jpg,Chucho Valdés - Piano I,release,/Chucho-Vald%C3%A9s-Piano-I/release/2048401,1976
36,[],none,"{'have': 1, 'want': 1}",US,"['File', 'MPEG-4', 'AAC', 'Single']",['Jazz'],2048881,['Sony Music Entertainment'],https://api.discogs.com/releases/2048881,['Contemporary Jazz'],https://api-img.discogs.com/1DfbhEkJYPbQb8Yy972liASAquI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2048881-1260799819.jpeg.jpg,"Bad Plus, The - Knowing Me Knowing You",release,/Bad-Plus-Knowing-Me-Knowing-You/release/2048881,2004
37,[],OME001,"{'have': 1, 'want': 2}",New Zealand,"['CD', 'Album']",['Jazz'],2033700,['Open Music Envelope'],https://api.discogs.com/releases/2033700,"['Free Jazz', 'Free Improvisation']",https://api-img.discogs.com/j0SsEhuBAehHkSIO1ZZUqpIkxDY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2033700-1345164611-2458.jpeg.jpg,"Jeff Henderson, Tom Callwood And Mark Sanders - Beyond Reason",release,/Jeff-Henderson-Tom-Callwood-and-Mark-Sanders-Beyond-Reason/release/2033700,2001
38,[],45-1943,"{'have': 28, 'want': 15}",US,"['Vinyl', '7""']",['Jazz'],2033731,['Blue Note'],https://api.discogs.com/releases/2033731,['Soul-Jazz'],https://api-img.discogs.com/r8g-YNTAq4XoDLp8fyJdIY8aZ7c=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2033731-1270940780.jpeg.jpg,Lou Donaldson - Say It Loud / Snake Bone,release,/Lou-Donaldson-Say-It-Loud-Snake-Bone/release/2033731,1968
39,[],45-322,"{'have': 4, 'want': 12}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],2033887,['Prestige'],https://api.discogs.com/releases/2033887,['Soul-Jazz'],https://api-img.discogs.com/liGmmndvRRe9gehTLSOarDBy_ac=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2033887-1367731365-9869.jpeg.jpg,Joe Dukes - Moohah The DJ / Greasy Drums,release,/Joe-Dukes-Moohah-The-DJ-Greasy-Drums/release/2033887,1964
40,[],icr-013,"{'have': 4, 'want': 3}",Japan,"['CD', 'Album']",['Jazz'],2061725,"['Innocent Records', 'Roulette, New York, NY', 'Pit Inn']",https://api.discogs.com/releases/2061725,['Free Improvisation'],https://api-img.discogs.com/mvfjua1bvI2fW8GLB1mxpGdE8iQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2061725-1261674293.jpeg.jpg,Uchihashi Kazuhisa - Flect II,release,/Uchihashi-Kazuhisa-Flect-II/release/2061725,2009
41,['4571136371051'],AIRAC-1115,"{'have': 7, 'want': 6}",Japan,"['CD', 'Album', 'Reissue', 'Remastered']",['Jazz'],2062494,['Air Mail Archive'],https://api.discogs.com/releases/2062494,[],https://api-img.discogs.com/cEYQAeDo80bD7AQd_cSa2d1_6AY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2062494-1261925956.jpeg.jpg,Julie Tippetts - Sunset Glow,release,/Julie-Tippetts-Sunset-Glow/release/2062494,2005
42,[],82876 77897-2,"{'have': 5, 'want': 1}",US,"['CD', 'Album']",['Jazz'],2017045,['Columbia'],https://api.discogs.com/releases/2017045,['Easy Listening'],https://api-img.discogs.com/Ii0hl8q7q0DkckRURyz3VOvdD3Y=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2017045-1258761895.jpeg.jpg,Burt Bacharach - At This Time,release,/Burt-Bacharach-At-This-Time/release/2017045,
43,[],GRCD 8405-2,"{'have': 11, 'want': 4}",US,"['CD', 'Album']",['Jazz'],2017139,['Gramavision'],https://api.discogs.com/releases/2017139,"['Post Bop', 'Fusion', 'Contemporary Jazz']",https://api-img.discogs.com/PBFWv8vU0MEV9GY_cHADsF4hU6c=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2017139-1312365731.jpeg.jpg,John Scofield - Electric Outlet,release,/John-Scofield-Electric-Outlet/release/2017139,1984
44,[],UH 9340,"{'have': 4, 'want': 0}",Netherlands,"['Vinyl', '7""', '45 RPM', 'Single']",['Jazz'],2017463,['CNR'],https://api.discogs.com/releases/2017463,['Big Band'],https://api-img.discogs.com/qt8eBddo4I6wiutq8dGPa46AunU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2017463-1418337581-3575.jpeg.jpg,De Selvera's - My Happiness,release,/De-Selveras-My-Happiness/release/2017463,1959
45,"['WFF.27', 'WFF.28', 'N.C.B', 'BIEM/NCB']",WEP 6014,"{'have': 2, 'want': 2}",UK,"['Vinyl', '7""', 'EP', '45 RPM', 'Mono']",['Jazz'],2017557,"['Warner Bros. Records', 'Decca Record Company Ltd (UK)', 'Warner Bros. Records Inc.', 'Delanise Music', 'Francis, Day & Hunter', 'Kay-Dee Pub.', 'Mansard Press Ltd.']",https://api.discogs.com/releases/2017557,['Bossa Nova'],https://api-img.discogs.com/aeW4_xAMVy2PrCfC7B1Nn4X-JTo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2017557-1397983982-3443.jpeg.jpg,"Chico Hamilton Quintet, The - The Three Faces Of Chico",release,/Chico-Hamilton-Quintet-The-Three-Faces-Of-Chico/release/2017557,1959
46,[],VSD 79362,"{'have': 46, 'want': 26}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2001017,['Vanguard'],https://api.discogs.com/releases/2001017,"['Jazz-Funk', 'Modal', 'Latin Jazz']",https://api-img.discogs.com/ElPT98tyQ4EK77VLVr1feryfOx0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2001017-1258205929.jpeg.jpg,Elvin Jones - New Agenda,release,/Elvin-Jones-New-Agenda/release/2001017,1975
47,"['FB 521', 'FB 522']",DOLPHIN 7,"{'have': 4, 'want': 0}",US,"['Vinyl', 'LP']",['Jazz'],740737,['Dolphin Records'],https://api.discogs.com/masters/740737,[],https://api-img.discogs.com/qrcGkGUyItdI4fzY3s_9k5A3tLA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4988223-1381460041-5503.jpeg.jpg,Hermione Gingold And Buster Davis - La Gingold,master,/Hermione-Gingold-And-Buster-Davis-La-Gingold/master/740737,1956
48,[],OE 9210,"{'have': 11, 'want': 1}",UK,"['Vinyl', '7""', 'EP', '45 RPM']",['Jazz'],741026,['Brunswick'],https://api.discogs.com/masters/741026,[],https://api-img.discogs.com/2lCJcK0IXfoDZm8McEQ8_pXlhxE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5002689-1399989069-1932.jpeg.jpg,Ella Fitzgerald - Sweet And Hot Part 1,master,/Ella-Fitzgerald-Sweet-And-Hot-Part-1/master/741026,
